date_collected,timing,plot_id,quad,fire_severity,species_code,plant_type,percent_cover
2018-05-03,Post-1year,P-03,0,med,ACMBRA,NA,13
2018-05-03,Post-1year,P-03,3,high,ACMBRA,NA,4
2018-05-03,Post-1year,P-03,6,med,ACMBRA,NA,7
2018-05-03,Post-1year,P-03,9,med,ACMBRA,NA,3
2018-05-03,Post-1year,P-03,12,med,ACMBRA,NA,6
2018-05-03,Post-1year,P-03,15,med,ACMBRA,NA,1
2018-05-03,Post-1year,P-03,18,med,ACMBRA,NA,5
2018-05-03,Post-1year,P-03,21,high,ACMBRA,NA,0.25
2018-05-03,Post-1year,P-03,24,med,ACMBRA,NA,4
2018-05-03,Post-1year,P-03,24,med,ACMBRA,NA,10
2018-05-03,Post-1year,P-03,27,med,ACMBRA,NA,4
2018-05-03,Post-1year,P-03,30,med,ACMBRA,NA,3
2018-05-03,Post-1year,P-03,33,med,ACMBRA,NA,4
2018-05-03,Post-1year,P-03,36,med,ACMBRA,NA,13
2018-05-03,Post-1year,P-03,39,med,ACMBRA,NA,2
2018-05-03,Post-1year,P-03,42,high,ACMBRA,NA,2
2018-05-03,Post-1year,P-03,45,med,ACMBRA,NA,6
2018-05-03,Post-1year,P-03,24,med,ACMGLAGLA,NA,4
2018-05-03,Post-1year,P-03,27,med,ACMGLAGLA,NA,0.5
2018-05-03,Post-1year,P-03,36,med,ACMGLAGLA,NA,1
2018-05-03,Post-1year,P-03,45,med,ACMGLAGLA,NA,0.5
2018-05-03,Post-1year,P-03,48,med,ACMGLAGLA,NA,9
2018-05-03,Post-1year,P-03,36,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-03,0,med,ADEFASFAS,sprout,0.25
2018-05-03,Post-1year,P-03,6,med,ADEFASFAS,sprout,4
2018-05-03,Post-1year,P-03,9,med,ADEFASFAS,sprout,1
2018-05-03,Post-1year,P-03,15,med,ADEFASFAS,sprout,4
2018-05-03,Post-1year,P-03,36,med,ADEFASFAS,sprout,3
2018-05-03,Post-1year,P-03,48,med,ADEFASFAS,sprout,1
2018-05-03,Post-1year,P-03,18,med,AIRCAR,NA,0.25
2018-05-03,Post-1year,P-03,48,med,AIRCAR,NA,0.5
2018-05-03,Post-1year,P-03,45,med,ARCTOSTAPHYLOS,NA,0.25
2018-05-03,Post-1year,P-03,18,med,AVEBAR,NA,8
2018-05-03,Post-1year,P-03,30,med,BROSTE,NA,6
2018-05-03,Post-1year,P-03,30,med,CALBRE,NA,1
2018-05-03,Post-1year,P-03,33,med,CALBRE,NA,0.25
2018-05-03,Post-1year,P-03,0,med,CALAMA,NA,0.5
2018-05-03,Post-1year,P-03,3,high,CALAMA,NA,1
2018-05-03,Post-1year,P-03,6,med,CALAMA,NA,0.25
2018-05-03,Post-1year,P-03,21,high,CALAMA,NA,0.5
2018-05-03,Post-1year,P-03,0,med,CALPURPUR,NA,6
2018-05-03,Post-1year,P-03,6,med,CALPURPUR,NA,5
2018-05-03,Post-1year,P-03,9,med,CALPURPUR,NA,9
2018-05-03,Post-1year,P-03,12,med,CALPURPUR,NA,8
2018-05-03,Post-1year,P-03,15,med,CALPURPUR,NA,0.25
2018-05-03,Post-1year,P-03,18,med,CALPURPUR,NA,0.5
2018-05-03,Post-1year,P-03,21,high,CALPURPUR,NA,0.5
2018-05-03,Post-1year,P-03,27,med,CALPURPUR,NA,1
2018-05-03,Post-1year,P-03,30,med,CALPURPUR,NA,0.25
2018-05-03,Post-1year,P-03,33,med,CALPURPUR,NA,3
2018-05-03,Post-1year,P-03,36,med,CALPURPUR,NA,1
2018-05-03,Post-1year,P-03,42,high,CALPURPUR,NA,0.5
2018-05-03,Post-1year,P-03,45,med,CALPURPUR,NA,2
2018-05-03,Post-1year,P-03,48,med,CALPURPUR,NA,0.25
2018-05-03,Post-1year,P-03,0,med,CEANOTHUS,seed,1
2018-05-03,Post-1year,P-03,3,high,CEANOTHUS,seed,4
2018-05-03,Post-1year,P-03,6,med,CEANOTHUS,seed,0.5
2018-05-03,Post-1year,P-03,9,med,CEANOTHUS,seed,1
2018-05-03,Post-1year,P-03,12,med,CEANOTHUS,seed,0.5
2018-05-03,Post-1year,P-03,18,med,CEANOTHUS,seed,1
2018-05-03,Post-1year,P-03,21,high,CEANOTHUS,seed,0.5
2018-05-03,Post-1year,P-03,24,med,CEANOTHUS,seed,0.5
2018-05-03,Post-1year,P-03,27,med,CEANOTHUS,seed,0.5
2018-05-03,Post-1year,P-03,30,med,CEANOTHUS,seed,0.5
2018-05-03,Post-1year,P-03,33,med,CEANOTHUS,seed,0.5
2018-05-03,Post-1year,P-03,36,med,CEANOTHUS,seed,0.5
2018-05-03,Post-1year,P-03,21,high,CROSCOVUL,NA,0.5
2018-05-03,Post-1year,P-03,24,med,CROSCOVUL,NA,0.5
2018-05-03,Post-1year,P-03,36,med,CROSCOVUL,NA,0.5
2018-05-03,Post-1year,P-03,45,med,CROSCOVUL,NA,3
2018-05-03,Post-1year,P-03,48,med,CROSCOVUL,NA,0.25
2018-05-03,Post-1year,P-03,48,med,CYNECH,NA,0.5
2018-05-03,Post-1year,P-03,39,med,DICCON,NA,0.5
2018-05-03,Post-1year,P-03,15,med,DIPAUR,NA,1
2018-05-03,Post-1year,P-03,36,med,DIPAUR,NA,0.5
2018-05-03,Post-1year,P-03,45,med,DIPAUR,NA,0.25
2018-05-03,Post-1year,P-03,48,med,DIPAUR,NA,0.25
2018-05-03,Post-1year,P-03,18,med,GALPAR,NA,2
2018-05-03,Post-1year,P-03,24,med,GALPAR,NA,0.5
2018-05-03,Post-1year,P-03,30,med,GALPAR,NA,1
2018-05-03,Post-1year,P-03,39,med,GALPAR,NA,4
2018-05-03,Post-1year,P-03,24,med,GASPHL,NA,0.5
2018-05-03,Post-1year,P-03,27,med,GASPHL,NA,0.5
2018-05-03,Post-1year,P-03,39,med,GASPHL,NA,0.5
2018-05-03,Post-1year,P-03,0,med,LYSARV,NA,5
2018-05-03,Post-1year,P-03,3,high,LYSARV,NA,2
2018-05-03,Post-1year,P-03,6,med,LYSARV,NA,3
2018-05-03,Post-1year,P-03,9,med,LYSARV,NA,3
2018-05-03,Post-1year,P-03,18,med,LYSARV,NA,3
2018-05-03,Post-1year,P-03,24,med,LYSARV,NA,3
2018-05-03,Post-1year,P-03,30,med,LYSARV,NA,4
2018-05-03,Post-1year,P-03,36,med,LYSARV,NA,0.25
2018-05-03,Post-1year,P-03,39,med,LYSARV,NA,2
2018-05-03,Post-1year,P-03,42,high,LYSARV,NA,1
2018-05-03,Post-1year,P-03,48,med,LYSARV,NA,0.25
2018-05-03,Post-1year,P-03,39,med,PELMUCMUC,NA,0.25
2018-05-03,Post-1year,P-03,36,med,PETDUB,NA,0.25
2018-05-03,Post-1year,P-03,39,med,PETDUB,NA,0.25
2018-05-03,Post-1year,P-03,0,med,POACEAE,NA,0.25
2018-05-03,Post-1year,P-03,0,med,SALMEL,NA,1
2018-05-03,Post-1year,P-03,30,med,SALMEL,NA,2
2018-05-03,Post-1year,P-03,36,med,SALMEL,NA,0.5
2018-05-03,Post-1year,P-03,39,med,SALMEL,NA,1
2018-05-03,Post-1year,P-03,48,med,SALMEL,NA,4
2018-05-03,Post-1year,P-03,12,med,SILANT,NA,0.25
2018-05-03,Post-1year,P-03,15,med,SILANT,NA,3
2018-05-03,Post-1year,P-03,24,med,SILANT,NA,4
2018-05-03,Post-1year,P-03,30,med,SILANT,NA,1
2018-05-03,Post-1year,P-03,33,med,SILANT,NA,2
2018-05-03,Post-1year,P-03,36,med,SILANT,NA,0.5
2018-05-03,Post-1year,P-03,39,med,SILANT,NA,2
2018-05-03,Post-1year,P-03,48,med,SILANT,NA,3
2018-05-03,Post-1year,P-03,30,med,SILGAL,NA,2
2018-05-03,Post-1year,P-03,36,med,SILGAL,NA,0.5
2018-05-03,Post-1year,P-03,39,med,SILGAL,NA,3
2018-05-03,Post-1year,P-03,6,med,TRIHIR,NA,2
2018-05-03,Post-1year,P-03,0,med,TRIMIC1,NA,1
2018-05-03,Post-1year,P-03,3,high,TRIMIC1,NA,0.5
2018-05-03,Post-1year,P-03,6,med,TRIMIC1,NA,0.5
2018-05-03,Post-1year,P-03,9,med,TRIMIC1,NA,0.25
2018-05-03,Post-1year,P-03,12,med,TRIMIC1,NA,3
2018-05-03,Post-1year,P-03,15,med,TRIMIC1,NA,1
2018-05-03,Post-1year,P-03,18,med,TRIMIC1,NA,1
2018-05-03,Post-1year,P-03,21,high,TRIMIC1,NA,1
2018-05-03,Post-1year,P-03,24,med,TRIMIC1,NA,1
2018-05-03,Post-1year,P-03,24,med,TRIMIC1,NA,1
2018-05-03,Post-1year,P-03,27,med,TRIMIC1,NA,1
2018-05-03,Post-1year,P-03,30,med,TRIMIC1,NA,2
2018-05-03,Post-1year,P-03,33,med,TRIMIC1,NA,1
2018-05-03,Post-1year,P-03,36,med,TRIMIC1,NA,0.25
2018-05-03,Post-1year,P-03,39,med,TRIMIC1,NA,0.5
2018-05-03,Post-1year,P-03,45,med,TRIMIC1,NA,0.5
2018-05-03,Post-1year,P-03,48,med,TRIMIC1,NA,2
2018-05-03,Post-1year,P-10,0,med,ACHMIL,NA,5
2018-05-03,Post-1year,P-10,3,med,ACHMIL,NA,5
2018-05-03,Post-1year,P-10,6,med,ACHMIL,NA,5
2018-05-03,Post-1year,P-10,9,med,ACHMIL,NA,0.25
2018-05-03,Post-1year,P-10,12,med,ACHMIL,NA,3
2018-05-03,Post-1year,P-10,15,med,ACHMIL,NA,0.5
2018-05-03,Post-1year,P-10,15,med,ACHMIL,NA,4
2018-05-03,Post-1year,P-10,18,med,ACHMIL,NA,0.5
2018-05-03,Post-1year,P-10,42,med,ACHMIL,NA,4
2018-05-03,Post-1year,P-10,48,low,ACHMIL,NA,1
2018-05-03,Post-1year,P-05,24,med,ACMAMEAME,NA,0.25
2018-05-03,Post-1year,P-02,0,low,ACMBRA,NA,0.25
2018-05-03,Post-1year,P-02,3,low,ACMBRA,NA,1
2018-05-03,Post-1year,P-02,6,low,ACMBRA,NA,3
2018-05-03,Post-1year,P-02,9,low,ACMBRA,NA,2
2018-05-03,Post-1year,P-02,12,low,ACMBRA,NA,4
2018-05-03,Post-1year,P-02,18,low,ACMBRA,NA,1
2018-05-03,Post-1year,P-02,21,low,ACMBRA,NA,3
2018-05-03,Post-1year,P-02,24,low,ACMBRA,NA,3
2018-05-03,Post-1year,P-02,27,med,ACMBRA,NA,1
2018-05-03,Post-1year,P-02,30,high,ACMBRA,NA,0.25
2018-05-03,Post-1year,P-02,39,high,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-04,0,high,ACMBRA,NA,2
2018-05-03,Post-1year,P-04,12,high,ACMBRA,NA,1
2018-05-03,Post-1year,P-04,15,high,ACMBRA,NA,3
2018-05-03,Post-1year,P-04,18,med,ACMBRA,NA,1
2018-05-03,Post-1year,P-04,21,high,ACMBRA,NA,1
2018-05-03,Post-1year,P-04,24,med,ACMBRA,NA,11
2018-05-03,Post-1year,P-04,27,med,ACMBRA,NA,3
2018-05-03,Post-1year,P-04,30,high,ACMBRA,NA,1
2018-05-03,Post-1year,P-04,33,med,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-04,36,high,ACMBRA,NA,1
2018-05-03,Post-1year,P-04,39,high,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-04,45,med,ACMBRA,NA,1
2018-05-03,Post-1year,P-05,0,high,ACMBRA,NA,0.25
2018-05-03,Post-1year,P-05,3,high,ACMBRA,NA,0.25
2018-05-03,Post-1year,P-05,9,med,ACMBRA,NA,0.25
2018-05-03,Post-1year,P-05,48,med,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-06,3,high,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-06,27,med,ACMBRA,NA,6
2018-05-03,Post-1year,P-06,30,med,ACMBRA,NA,3
2018-05-03,Post-1year,P-06,33,med,ACMBRA,NA,0.25
2018-05-03,Post-1year,P-06,36,med,ACMBRA,NA,0.25
2018-05-03,Post-1year,P-06,39,low,ACMBRA,NA,1
2018-05-03,Post-1year,P-07,3,high,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-07,9,high,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-07,12,high,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-08,15,med,ACMBRA,NA,1
2018-05-03,Post-1year,P-08,18,med,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-08,21,med,ACMBRA,NA,0.25
2018-05-03,Post-1year,P-09,0,med,ACMBRA,NA,18
2018-05-03,Post-1year,P-09,3,med,ACMBRA,NA,16
2018-05-03,Post-1year,P-09,6,med,ACMBRA,NA,7
2018-05-03,Post-1year,P-09,9,med,ACMBRA,NA,1
2018-05-03,Post-1year,P-09,12,med,ACMBRA,NA,70
2018-05-03,Post-1year,P-09,15,med,ACMBRA,NA,80
2018-05-03,Post-1year,P-09,18,med,ACMBRA,NA,75
2018-05-03,Post-1year,P-09,21,med,ACMBRA,NA,85
2018-05-03,Post-1year,P-09,24,med,ACMBRA,NA,40
2018-05-03,Post-1year,P-09,27,med,ACMBRA,NA,85
2018-05-03,Post-1year,P-09,30,med,ACMBRA,NA,11
2018-05-03,Post-1year,P-09,33,med,ACMBRA,NA,70
2018-05-03,Post-1year,P-09,36,med,ACMBRA,NA,75
2018-05-03,Post-1year,P-09,39,med,ACMBRA,NA,8
2018-05-03,Post-1year,P-09,42,med,ACMBRA,NA,8
2018-05-03,Post-1year,P-09,45,med,ACMBRA,NA,18
2018-05-03,Post-1year,P-09,48,med,ACMBRA,NA,11
2018-05-03,Post-1year,P-10,0,med,ACMBRA,NA,20
2018-05-03,Post-1year,P-10,3,med,ACMBRA,NA,6
2018-05-03,Post-1year,P-10,6,med,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-10,12,med,ACMBRA,NA,3
2018-05-03,Post-1year,P-10,15,med,ACMBRA,NA,11
2018-05-03,Post-1year,P-10,15,med,ACMBRA,NA,6
2018-05-03,Post-1year,P-10,18,med,ACMBRA,NA,11
2018-05-03,Post-1year,P-10,21,med,ACMBRA,NA,80
2018-05-03,Post-1year,P-10,24,med,ACMBRA,NA,12
2018-05-03,Post-1year,P-10,27,med,ACMBRA,NA,65
2018-05-03,Post-1year,P-10,30,med,ACMBRA,NA,2
2018-05-03,Post-1year,P-10,33,med,ACMBRA,NA,4
2018-05-03,Post-1year,P-10,36,med,ACMBRA,NA,20
2018-05-03,Post-1year,P-10,39,med,ACMBRA,NA,12
2018-05-03,Post-1year,P-10,45,med,ACMBRA,NA,1
2018-05-03,Post-1year,P-10,48,low,ACMBRA,NA,0.5
2018-05-03,Post-1year,P-01,0,high,ACMGLAGLA,NA,1
2018-05-03,Post-1year,P-01,3,med,ACMGLAGLA,NA,1
2018-05-03,Post-1year,P-01,6,med,ACMGLAGLA,NA,0.5
2018-05-03,Post-1year,P-01,42,med,ACMGLAGLA,NA,0.25
2018-05-03,Post-1year,P-01,45,med,ACMGLAGLA,NA,1
2018-05-03,Post-1year,P-02,39,high,ACMGLAGLA,NA,1
2018-05-03,Post-1year,P-06,18,high,ACMGLAGLA,NA,0.5
2018-05-03,Post-1year,P-06,30,med,ACMGLAGLA,NA,0.5
2018-05-03,Post-1year,P-06,33,med,ACMGLAGLA,NA,0.25
2018-05-03,Post-1year,P-06,39,low,ACMGLAGLA,NA,0.5
2018-05-03,Post-1year,P-06,42,low,ACMGLAGLA,NA,0.5
2018-05-03,Post-1year,P-01,0,high,ACMPAR,NA,11
2018-05-03,Post-1year,P-01,3,med,ACMPAR,NA,2
2018-05-03,Post-1year,P-01,6,med,ACMPAR,NA,4
2018-05-03,Post-1year,P-01,9,med,ACMPAR,NA,2
2018-05-03,Post-1year,P-01,12,med,ACMPAR,NA,14
2018-05-03,Post-1year,P-01,15,med,ACMPAR,NA,3
2018-05-03,Post-1year,P-01,15,med,ACMPAR,NA,5
2018-05-03,Post-1year,P-01,24,med,ACMPAR,NA,2
2018-05-03,Post-1year,P-01,27,med,ACMPAR,NA,4
2018-05-03,Post-1year,P-01,30,med,ACMPAR,NA,6
2018-05-03,Post-1year,P-01,33,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-01,36,med,ACMPAR,NA,0.5
2018-05-03,Post-1year,P-01,39,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-01,45,med,ACMPAR,NA,0.5
2018-05-03,Post-1year,P-01,48,med,ACMPAR,NA,0.5
2018-05-03,Post-1year,P-02,42,low,ACMPAR,NA,0.25
2018-05-03,Post-1year,P-02,45,low,ACMPAR,NA,0.25
2018-05-03,Post-1year,P-04,0,high,ACMPAR,NA,0.5
2018-05-03,Post-1year,P-04,9,high,ACMPAR,NA,1
2018-05-03,Post-1year,P-04,15,high,ACMPAR,NA,8
2018-05-03,Post-1year,P-04,18,med,ACMPAR,NA,12
2018-05-03,Post-1year,P-04,21,high,ACMPAR,NA,2
2018-05-03,Post-1year,P-04,24,med,ACMPAR,NA,6
2018-05-03,Post-1year,P-04,27,med,ACMPAR,NA,4
2018-05-03,Post-1year,P-04,36,high,ACMPAR,NA,1
2018-05-03,Post-1year,P-04,39,high,ACMPAR,NA,1
2018-05-03,Post-1year,P-04,42,high,ACMPAR,NA,0
2018-05-03,Post-1year,P-04,45,med,ACMPAR,NA,2
2018-05-03,Post-1year,P-04,48,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-05,0,high,ACMPAR,NA,2
2018-05-03,Post-1year,P-05,3,high,ACMPAR,NA,9
2018-05-03,Post-1year,P-05,6,high,ACMPAR,NA,5
2018-05-03,Post-1year,P-05,9,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-05,12,med,ACMPAR,NA,2
2018-05-03,Post-1year,P-05,15,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-05,18,med,ACMPAR,NA,0.5
2018-05-03,Post-1year,P-05,21,med,ACMPAR,NA,6
2018-05-03,Post-1year,P-05,24,med,ACMPAR,NA,4
2018-05-03,Post-1year,P-05,30,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-05,33,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-05,36,med,ACMPAR,NA,0.5
2018-05-03,Post-1year,P-05,39,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-05,42,med,ACMPAR,NA,0.5
2018-05-03,Post-1year,P-05,45,med,ACMPAR,NA,3
2018-05-03,Post-1year,P-05,48,med,ACMPAR,NA,2
2018-05-03,Post-1year,P-06,0,high,ACMPAR,NA,10
2018-05-03,Post-1year,P-06,3,high,ACMPAR,NA,8
2018-05-03,Post-1year,P-06,6,high,ACMPAR,NA,14
2018-05-03,Post-1year,P-06,9,high,ACMPAR,NA,16
2018-05-03,Post-1year,P-06,12,high,ACMPAR,NA,17
2018-05-03,Post-1year,P-06,15,high,ACMPAR,NA,7
2018-05-03,Post-1year,P-06,18,high,ACMPAR,NA,11
2018-05-03,Post-1year,P-06,21,high,ACMPAR,NA,16
2018-05-03,Post-1year,P-06,24,high,ACMPAR,NA,5
2018-05-03,Post-1year,P-07,0,high,ACMPAR,NA,10
2018-05-03,Post-1year,P-07,3,high,ACMPAR,NA,6
2018-05-03,Post-1year,P-07,6,high,ACMPAR,NA,12
2018-05-03,Post-1year,P-07,9,high,ACMPAR,NA,9
2018-05-03,Post-1year,P-07,12,high,ACMPAR,NA,2
2018-05-03,Post-1year,P-07,15,high,ACMPAR,NA,11
2018-05-03,Post-1year,P-07,18,high,ACMPAR,NA,1
2018-05-03,Post-1year,P-07,21,med,ACMPAR,NA,7
2018-05-03,Post-1year,P-07,24,high,ACMPAR,NA,6
2018-05-03,Post-1year,P-07,27,high,ACMPAR,NA,7
2018-05-03,Post-1year,P-07,30,high,ACMPAR,NA,5
2018-05-03,Post-1year,P-07,33,high,ACMPAR,NA,2
2018-05-03,Post-1year,P-07,42,high,ACMPAR,NA,1
2018-05-03,Post-1year,P-08,42,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-08,48,high,ACMPAR,NA,1
2018-05-03,Post-1year,P-09,0,med,ACMPAR,NA,0.5
2018-05-03,Post-1year,P-10,3,med,ACMPAR,NA,0.25
2018-05-03,Post-1year,P-10,9,med,ACMPAR,NA,0.5
2018-05-03,Post-1year,P-10,15,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-10,18,med,ACMPAR,NA,1
2018-05-03,Post-1year,P-01,0,high,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-01,6,med,ADEFASFAS,seed,3
2018-05-03,Post-1year,P-01,9,med,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-01,15,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-01,15,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-01,21,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-01,24,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-01,30,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-01,33,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-01,36,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-01,39,med,ADEFASFAS,seed,3
2018-05-03,Post-1year,P-01,42,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-01,45,med,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-01,48,med,ADEFASFAS,seed,4
2018-05-03,Post-1year,P-02,3,low,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-02,6,low,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-02,9,low,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-02,12,low,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-02,15,low,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-02,18,low,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-02,21,low,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-02,24,low,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-02,27,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-02,39,high,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-04,0,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-04,15,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-04,21,high,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-04,24,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-04,27,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-04,30,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-04,33,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-04,36,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-04,39,high,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-04,42,high,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-04,45,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-04,48,med,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-05,6,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-05,12,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-05,15,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-05,18,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-05,21,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-05,24,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-05,27,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-05,30,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-05,33,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-05,39,med,ADEFASFAS,seed,3
2018-05-03,Post-1year,P-05,42,med,ADEFASFAS,seed,4
2018-05-03,Post-1year,P-05,45,med,ADEFASFAS,seed,3
2018-05-03,Post-1year,P-05,48,med,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-06,0,high,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-06,3,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-06,9,high,ADEFASFAS,seed,5
2018-05-03,Post-1year,P-06,12,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-06,15,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-06,18,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-06,21,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-06,24,high,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-06,27,med,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-06,30,med,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-06,33,med,ADEFASFAS,seed,10
2018-05-03,Post-1year,P-06,36,med,ADEFASFAS,seed,14
2018-05-03,Post-1year,P-06,39,low,ADEFASFAS,seed,8
2018-05-03,Post-1year,P-06,42,low,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-06,45,low,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-06,48,low,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-07,0,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-07,3,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-07,6,high,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-07,9,high,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-07,12,high,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-07,15,high,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-07,21,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-07,27,high,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-07,30,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-08,6,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-08,9,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-08,18,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-08,21,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-08,24,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-08,30,high,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-08,33,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-08,42,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-08,48,high,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-09,0,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-09,3,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-09,6,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-09,12,med,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-09,15,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-09,18,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-09,27,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-09,30,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-09,48,med,ADEFASFAS,seed,2
2018-05-03,Post-1year,P-10,3,med,ADEFASFAS,seed,1
2018-05-03,Post-1year,P-10,15,med,ADEFASFAS,seed,0.5
2018-05-03,Post-1year,P-10,30,med,ADEFASFAS,seed,0.25
2018-05-03,Post-1year,P-01,3,med,ADEFASFAS,sprout,2
2018-05-03,Post-1year,P-01,6,med,ADEFASFAS,sprout,0.5
2018-05-03,Post-1year,P-01,15,med,ADEFASFAS,sprout,0.25
2018-05-03,Post-1year,P-01,15,med,ADEFASFAS,sprout,2
2018-05-03,Post-1year,P-01,21,med,ADEFASFAS,sprout,0.5
2018-05-03,Post-1year,P-01,24,med,ADEFASFAS,sprout,0.25
2018-05-03,Post-1year,P-01,30,med,ADEFASFAS,sprout,0.25
2018-05-03,Post-1year,P-01,36,med,ADEFASFAS,sprout,0.5
